n,x,y,f,obj,rel,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
16403,19,129,1,1270,0.316,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16404,20,129,1,1040,0.259,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
16405,21,129,1,1140,0.284,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
16406,22,129,1,1260,0.314,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
16407,23,129,1,1360,0.339,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
16408,24,129,1,1350,0.336,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
16409,25,129,1,1450,0.361,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
16410,26,129,1,1570,0.391,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
16411,27,129,1,1670,0.416,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
16412,28,129,1,1440,0.359,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
16413,29,129,1,1540,0.384,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
16414,30,129,1,1660,0.413,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
16415,31,129,1,1760,0.438,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
16416,32,129,1,1050,0.262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16417,33,129,1,1150,0.286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16418,34,129,1,1270,0.316,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
16419,35,129,1,1370,0.341,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
16420,36,129,1,1140,0.284,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16421,37,129,1,1240,0.309,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16422,38,129,1,1360,0.339,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
16423,39,129,1,1460,0.364,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
16424,40,129,1,1450,0.361,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
16425,41,129,1,1550,0.386,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
16426,42,129,1,1670,0.416,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
16427,43,129,1,1770,0.441,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
16428,44,129,1,1540,0.384,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
16429,45,129,1,1640,0.408,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
16430,46,129,1,1760,0.438,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
16431,47,129,1,1860,0.463,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
16432,48,129,1,1350,0.336,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16433,49,129,1,1450,0.361,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16434,50,129,1,1570,0.391,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
16435,51,129,1,1670,0.416,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
16436,52,129,1,1440,0.359,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
16437,53,129,1,1540,0.384,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
16438,54,129,1,1660,0.413,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
16439,55,129,1,1760,0.438,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
16440,56,129,1,1750,0.436,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
16441,57,129,1,1850,0.461,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
16442,58,129,1,1970,0.491,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
16443,59,129,1,2070,0.516,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
16444,60,129,1,1840,0.458,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
16445,61,129,1,1940,0.483,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
16446,62,129,1,2060,0.513,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
16447,63,129,1,2160,0.538,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
16448,64,129,1,855,0.213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16449,65,129,1,955,0.238,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16450,66,129,1,1075,0.268,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
16451,67,129,1,1175,0.293,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
16452,68,129,1,945,0.235,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
16453,69,129,1,1045,0.260,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
16454,70,129,1,1165,0.290,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
16455,71,129,1,1265,0.315,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
16456,72,129,1,1255,0.313,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
16457,73,129,1,1355,0.337,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
16458,74,129,1,1475,0.367,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
16459,75,129,1,1575,0.392,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
16460,76,129,1,1345,0.335,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
16461,77,129,1,1445,0.360,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
16462,78,129,1,1565,0.390,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
16463,79,129,1,1665,0.415,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
16464,80,129,1,1155,0.288,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
16465,81,129,1,1255,0.313,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
16466,82,129,1,1375,0.342,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
16467,83,129,1,1475,0.367,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
16468,84,129,1,1245,0.310,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
16469,85,129,1,1345,0.335,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
16470,86,129,1,1465,0.365,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
16471,87,129,1,1565,0.390,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
16472,88,129,1,1555,0.387,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
16473,89,129,1,1655,0.412,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
16474,90,129,1,1775,0.442,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
16475,91,129,1,1875,0.467,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
16476,92,129,1,1645,0.410,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
16477,93,129,1,1745,0.435,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1
16478,94,129,1,1865,0.465,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
16479,95,129,1,1965,0.489,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
16480,96,129,1,1255,0.313,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
16481,97,129,1,1355,0.337,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
16482,98,129,1,1475,0.367,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
16483,99,129,1,1575,0.392,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
16484,100,129,1,1345,0.335,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
16485,101,129,1,1445,0.360,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
16486,102,129,1,1565,0.390,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
16487,103,129,1,1665,0.415,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
16488,104,129,1,1655,0.412,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
16489,105,129,1,1755,0.437,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
16490,106,129,1,1875,0.467,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
16491,107,129,1,1975,0.492,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
16492,108,129,1,1745,0.435,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
16493,109,129,1,1845,0.460,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
16494,110,129,1,1965,0.489,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
16495,111,129,1,2065,0.514,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
16496,112,129,1,1555,0.387,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
16497,113,129,1,1655,0.412,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
16498,114,129,1,1775,0.442,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
16499,115,129,1,1875,0.467,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1
16500,116,129,1,1645,0.410,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
16501,117,129,1,1745,0.435,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
16502,118,129,1,1865,0.465,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
16503,119,129,1,1965,0.489,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
16504,120,129,1,1955,0.487,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
16505,121,129,1,2055,0.512,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
16506,122,129,1,2175,0.542,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
16507,123,129,1,2275,0.567,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
16508,124,129,1,2045,0.509,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
16509,125,129,1,2145,0.534,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
16510,126,129,1,2265,0.564,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
16511,127,129,1,2365,0.589,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
16512,128,129,1,770,0.192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16513,129,129,1,870,0.217,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16514,129,128,1,990,0.247,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
16515,129,127,1,1090,0.271,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
16516,129,126,1,860,0.214,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
16517,129,125,1,960,0.239,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
16518,129,124,1,1080,0.269,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
16519,129,123,1,1180,0.294,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
16520,129,122,1,1170,0.291,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
16521,129,121,1,1270,0.316,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
16522,129,120,1,1390,0.346,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
16523,129,119,1,1490,0.371,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
16524,129,118,1,1260,0.314,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
16525,129,117,1,1360,0.339,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
16526,129,116,1,1480,0.369,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
16527,129,115,1,1580,0.394,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
16528,129,114,1,1070,0.267,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
16529,129,113,1,1170,0.291,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
16530,129,112,1,1290,0.321,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
16531,129,111,1,1390,0.346,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
16532,129,110,1,1160,0.289,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
16533,129,109,1,1260,0.314,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
16534,129,108,1,1380,0.344,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
16535,129,107,1,1480,0.369,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
16536,129,106,1,1470,0.366,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
16537,129,105,1,1570,0.391,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
16538,129,104,1,1690,0.421,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
16539,129,103,1,1790,0.446,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
16540,129,102,1,1560,0.389,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
16541,129,101,1,1660,0.413,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1
16542,129,100,1,1780,0.443,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
16543,129,99,1,1880,0.468,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
16544,129,98,1,1170,0.291,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
16545,129,97,1,1270,0.316,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
16546,129,96,1,1390,0.346,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
16547,129,95,1,1490,0.371,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
16548,129,94,1,1260,0.314,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
16549,129,93,1,1360,0.339,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
16550,129,92,1,1480,0.369,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
16551,129,91,1,1580,0.394,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1
16552,129,90,1,1570,0.391,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
16553,129,89,1,1670,0.416,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
16554,129,88,1,1790,0.446,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
16555,129,87,1,1890,0.471,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
16556,129,86,1,1660,0.413,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
16557,129,85,1,1760,0.438,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1
16558,129,84,1,1880,0.468,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1
16559,129,83,1,1980,0.493,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1
16560,129,82,1,1470,0.366,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
16561,129,81,1,1570,0.391,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
16562,129,80,1,1690,0.421,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
16563,129,79,1,1790,0.446,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
16564,129,78,1,1560,0.389,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
16565,129,77,1,1660,0.413,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1
16566,129,76,1,1780,0.443,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1
16567,129,75,1,1880,0.468,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1
16568,129,74,1,1870,0.466,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
16569,129,73,1,1970,0.491,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1
16570,129,72,1,2090,0.521,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1
16571,129,71,1,2190,0.545,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1
16572,129,70,1,1960,0.488,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
16573,129,69,1,2060,0.513,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1
16574,129,68,1,2180,0.543,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1
16575,129,67,1,2280,0.568,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
16576,129,66,1,975,0.243,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
16577,129,65,1,1075,0.268,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
16578,129,64,1,1195,0.298,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
16579,129,63,1,1295,0.323,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
16580,129,62,1,1065,0.265,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
16581,129,61,1,1165,0.290,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
16582,129,60,1,1285,0.320,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
16583,129,59,1,1385,0.345,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
16584,129,58,1,1375,0.342,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
16585,129,57,1,1475,0.367,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
16586,129,56,1,1595,0.397,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
16587,129,55,1,1695,0.422,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1
16588,129,54,1,1465,0.365,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1
16589,129,53,1,1565,0.390,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1
16590,129,52,1,1685,0.420,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1
16591,129,51,1,1785,0.445,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
16592,129,50,1,1275,0.318,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
16593,129,49,1,1375,0.342,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
16594,129,48,1,1495,0.372,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
16595,129,47,1,1595,0.397,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
16596,129,46,1,1365,0.340,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
16597,129,45,1,1465,0.365,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
16598,129,44,1,1585,0.395,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1
16599,129,43,1,1685,0.420,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
16600,129,42,1,1675,0.417,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
16601,129,41,1,1775,0.442,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
16602,129,40,1,1895,0.472,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
16603,129,39,1,1995,0.497,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1
16604,129,38,1,1765,0.440,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
16605,129,37,1,1865,0.465,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
16606,129,36,1,1985,0.494,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1
16607,129,35,1,2085,0.519,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
16608,129,34,1,1375,0.342,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
16609,129,33,1,1475,0.367,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
16610,129,32,1,1595,0.397,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
16611,129,31,1,1695,0.422,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
16612,129,30,1,1465,0.365,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
16613,129,29,1,1565,0.390,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1
16614,129,28,1,1685,0.420,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1
16615,129,27,1,1785,0.445,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1
16616,129,26,1,1775,0.442,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
16617,129,25,1,1875,0.467,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
16618,129,24,1,1995,0.497,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
16619,129,23,1,2095,0.522,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1
16620,129,22,1,1865,0.465,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1
16621,129,21,1,1965,0.489,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1
16622,129,20,1,2085,0.519,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1
16623,129,19,1,2185,0.544,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1
16624,129,18,1,1675,0.417,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
16625,129,17,1,1775,0.442,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
16626,129,16,1,1895,0.472,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
16627,129,15,1,1995,0.497,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1
16628,129,14,1,1765,0.440,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1
16629,129,13,1,1865,0.465,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1
16630,129,12,1,1985,0.494,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1
16631,129,11,1,2085,0.519,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1
16632,129,10,1,2075,0.517,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
16633,129,9,1,2175,0.542,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1
16634,129,8,1,2295,0.572,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
16635,129,7,1,2395,0.597,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
16636,129,6,1,2165,0.539,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
16637,129,5,1,2265,0.564,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1
16638,129,4,1,2385,0.594,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
16639,129,3,1,2485,0.619,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
16640,129,2,1,810,0.202,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16641,129,1,1,910,0.227,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16642,130,1,1,1030,0.257,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
16643,130,2,1,1130,0.281,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
16644,130,3,1,900,0.224,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16645,130,4,1,1000,0.249,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16646,130,5,1,1120,0.279,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
16647,130,6,1,1220,0.304,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
16648,130,7,1,1210,0.301,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
16649,130,8,1,1310,0.326,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
16650,130,9,1,1430,0.356,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
16651,130,10,1,1530,0.381,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
16652,130,11,1,1300,0.324,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
16653,130,12,1,1400,0.349,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
16654,130,13,1,1520,0.379,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
16655,130,14,1,1620,0.403,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
16656,130,15,1,1110,0.276,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
16657,130,16,1,1210,0.301,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
16658,130,17,1,1330,0.331,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
16659,130,18,1,1430,0.356,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
16660,130,19,1,1200,0.299,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
16661,130,20,1,1300,0.324,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
16662,130,21,1,1420,0.354,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1
16663,130,22,1,1520,0.379,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1
16664,130,23,1,1510,0.376,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
16665,130,24,1,1610,0.401,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
16666,130,25,1,1730,0.431,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
16667,130,26,1,1830,0.456,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1
16668,130,27,1,1600,0.399,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1
16669,130,28,1,1700,0.423,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1
16670,130,29,1,1820,0.453,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1
16671,130,30,1,1920,0.478,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
16672,130,31,1,1210,0.301,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
16673,130,32,1,1310,0.326,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
16674,130,33,1,1430,0.356,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
16675,130,34,1,1530,0.381,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
16676,130,35,1,1300,0.324,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
16677,130,36,1,1400,0.349,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
16678,130,37,1,1520,0.379,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
16679,130,38,1,1620,0.403,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
16680,130,39,1,1610,0.401,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
16681,130,40,1,1710,0.426,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
16682,130,41,1,1830,0.456,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
16683,130,42,1,1930,0.481,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
16684,130,43,1,1700,0.423,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
16685,130,44,1,1800,0.448,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1
16686,130,45,1,1920,0.478,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1
16687,130,46,1,2020,0.503,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1
16688,130,47,1,1510,0.376,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
16689,130,48,1,1610,0.401,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
16690,130,49,1,1730,0.431,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
16691,130,50,1,1830,0.456,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
16692,130,51,1,1600,0.399,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
16693,130,52,1,1700,0.423,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1
16694,130,53,1,1820,0.453,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1
16695,130,54,1,1920,0.478,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1
16696,130,55,1,1910,0.476,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
16697,130,56,1,2010,0.501,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1
16698,130,57,1,2130,0.531,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
16699,130,58,1,2230,0.555,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1
16700,130,59,1,2000,0.498,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
16701,130,60,1,2100,0.523,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1
16702,130,61,1,2220,0.553,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1
16703,130,62,1,2320,0.578,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
16704,130,63,1,1015,0.253,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
16705,130,64,1,1115,0.278,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
